Hisse,Adı,Sektör,Alt Grup,Açıklama,Beta,Fiyat/Kazanç Oranı,PD/DD Oranı,Fiyat/Satış Oranı,Kâr Marjı (%),Dolaşımdaki Lot,Toplam Gelir,Net Kâr,Son Kapanış Fiyatı,52 Hafta En Yüksek,52 Hafta En Düşük,Ortalama Hacim (10 gün),Temettü Verimi (%),Son Temettü Tarihi,Piyasa Değeri,Son Fiyat,1 Ay Değişim (%),3 Ay Değişim (%),6 Ay Değişim (%),1 Yıl Değişim (%),3 Yıl Değişim (%),5 Yıl Değişim (%),Volatilite
SOKE.IS,SOKE DEGIRMENCILIK,Consumer Defensive,Packaged Foods,"Söke Degirmencilik Sanayi ve Ticaret A.S. produces and sells flour and flour mixtures in Turkey. It offers flours, gluten free flours, bread flour mixes, professional flours, and professional bread mixes. The company was incorporated in 1961 and is based in Aydin, Turkey. Söke Degirmencilik Sanayi ve Ticaret A.S. is a subsidiary of Ulusoy Un Sanayi ve Ticaret A.S.",Bilinmiyor,Bilinmiyor,1.6589922,1.0229627,-5.256,386500000,4900379136,-257582880,12.9,23.66,10.54,3648599,1.5,Bilinmiyor,5012904960,,-6.623470508,1.4867021754893608,-8.790435841,-12.95301611,,,
SOKM.IS,SOK MARKETLER TICARET,Consumer Cyclical,Department Stores,"Sok Marketler Ticaret A.S. operates in retail sector in Turkey. It sells fast-moving consuming products. Its product portfolio includes dairy products such as milk, butter, cream, cheese, butter milk, yogurt, cocoa, ice cream, and milk puddings; fruit juices; spices, including sumac, carbonate, pepper, coconut, sesame, cumin, currants, black cumin, cinnamon, eight, oregano, and pinenuts; dry food, including haricot bean, bulgur, rice, lentils, nohut, wheat, and corn; pasta, soups, flour, semolina, starch, and cooking aids; corn, sunflower, and canola oils; margarine kase; laundry conditioners, washing powders, general cleaning products, and washing liquids; tea; olives and olive oils; canned foods, gravies, and sauces; chips and dryfruits; and cappuccino and coffee bleacher, as well as shaving foams and related products, tissues. napkins, and toilet papers; wet towels, soaps, and cologne; and finger chips, potato coquettes, mixed pizza, peas, meatballs, ravioli, puff pastry, and sweet corn; molasses, and tahin and related products. The company also offers cocoa wafers and cakes; stick crackers, biscuits, and creams; and soda and soft drinks, as well as kitchenware, cleaners, paper products, and clothing items. The company sells its products under the Mis, Anadolu Mutfagi, Piyale, Evin, Mintax, Deren, Lio, Bizim Vatan, AMIGO, LEZZCAFE, ADAM, Beyaz Guvercin, Ebru, iNCi, Taskale, Peki, Tempo, Crown, and Karmen brands. Sok Marketler Ticaret A.S. was founded in 1995 and is based in Istanbul, Turkey.",0.023,Bilinmiyor,0.84931564,0.16859205,-1.205,593289984,1.3823E+11,-1665357696,39.58,74.2,37.18,5873186,6.329999999999999,Bilinmiyor,23304429568,39.279998779296875,-3.488948297,-13.12814949,-36.11738352,-21.7590026,,307.60405822114376,0.42421555348485146
SONME.IS,SONMEZ FILAMENT,Consumer Cyclical,Textile Manufacturing,"Sönmez Filament Sentetik Iplik ve Elyaf Sanayi A.S. manufactures and sells yarns and fibers in Turkey. It offers poy, plain, textured, twisted, and dyed yarns for the automotive industry, as well as high flap yarns. The company also engages in leasing of real estates. Sönmez Filament Sentetik Iplik ve Elyaf Sanayi A.S. was incorporated in 1972 and is headquartered in Bursa, Turkey.",1.422,288.7097,5.9310803,212.16719,73.46000000000001,74000000,31215948,22931262,90.3,122.7,53.2,201301,0.18000001,Bilinmiyor,6623000064,89.5,6.738224959685223,16.233766233766232,-6.964654013,34.45633351840127,,2373.4941322167833,0.6629245054410899
SRVGY.IS,SERVET GMYO,Real Estate,REIT - Office,"Servet Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Servet Gayrimenkul Yatirim Ortakligi A.S. is based in Instanbul, Turkey.",Bilinmiyor,3.9923396,0.78239805,15.456286,387.098,52000000,911732608,3529296128,273.5,452.25,254.75,466984,,Bilinmiyor,14092000256,271,-8.13559322,-29.70168612,-2.867383513,-3.214285714,,3844.6871108345877,0.5741042402067137
SUMAS.IS,SUMAS SUNI TAHTA,Basic Materials,Lumber & Wood Production,"Sumas Suni Tahta ve Mobilya Sanayi A.S. produces and sells chipboards in Turkey. The company offers OSB wood sheets, OSB firetex pellets, and glue. Its products are used in various applications, including roof covering, shingle plate, floorings, and combined and single applications; vehicle body manufacturing; interior decoration and packaging applications; construction and decoration of shops, and interior parts of barracks and prefabricated buildings; construction of warehouses, stages, gyms, schools, desks, and tables; construction of moisture proof, flat, and insulated surfaces; load-bearing floors, walls, and partition structures; and wall coverings and under sidings. Sumas Suni Tahta ve Mobilya Sanayi A.S. was incorporated in 1976 and is headquartered in Balikesir, Turkey.",0.23,563.75,6.518597,5.973007,-15.048,6224400,352486304,-53040816,334,644.5,180.9,5536,,Bilinmiyor,2105403264,338.25,-0.514705882,4.076923076923077,-13.26923077,77.83911957267047,,3526.4732334020837,0.7408698668735176
SUNTK.IS,SUN TEKSTIL,Consumer Cyclical,Apparel Manufacturing,"Sun Tekstil Sanayi ve Ticaret A.S. designs, produces, and sells knit fabrics and ready-made womenswear garments in Turkey and internationally. It also exports its products. The company was founded in 1987 and is based in Izmir, Turkey.",0.358,20.253164,4.703116,1.6254226,3.5909999999999997,474600000,9343539200,335542176,30.62,33.2,15.58,3395758,1.53,Bilinmiyor,15187200000,32,5.960262223799188,73.35274903,67.16156894,91.60038911154615,,362.0789912998094,0.4972855412496868
SURGY.IS,SUR TATIL EVLERI GMYO,Real Estate,Real Estate - Development,"Sur Tatil Evleri Gayrimenkul Yatirim Ortakligi Anonim Sirketi engages in the real estate and tourism business in Turkey. It develops holiday homes. The company was founded in 2022 and is based in Istanbul, Turkey.",Bilinmiyor,Bilinmiyor,1.4599046,Bilinmiyor,,167500000,Bilinmiyor,-217783488,41.8,84.45,28.84,1093515,,Bilinmiyor,7068499968,,5.132041366752642,-44.21678796,-11.86299118,42.56756831,,,
SUWEN.IS,SUWEN TEKSTIL,Consumer Cyclical,Apparel Manufacturing,"Suwen Tekstil Sanayi Pazarlama A.S. operates in women's underwear, home wear, and beach wear sector in Turkey. It provides a range of products comprising of home dressing, beach, and pregnant/puertomacy, as well as socks; products for male, such as athlete, briefs, athlete, pyjamas, and socks. The company sells its products in retail stores with its own brand, and on its own e-commerce website. Suwen Tekstil Sanayi Pazarlama A.S. was founded in 2003 and is based in Istanbul, Turkey.",-1.004,24.631578,3.2406232,1.9888736,6.898999999999999,198010000,2795612928,192864048,28.1,36.64,18.77,1590117,0.91,Bilinmiyor,5560120832,28.079999923706055,-4.489794939,-5.45454814,-8.726627949,36.821778983396634,,498.8641843631926,0.4662276834805858
TABGD.IS,TAB GIDA,Consumer Cyclical,Restaurants,"Tab Gida Sanayi ve Ticaret A.S. operates and franchises fast food and restaurant chains in Turkey. It operates fast foods and restaurants under the Burger King, Popeyes, Sbarro, Arby's, Subway, Döner Stop, Usta Dönerci, and Usta Pideci brands. The company was incorporated in 1994 and is headquartered in Istanbul, Turkey.",Bilinmiyor,44.226192,4.0112295,1.5633225,5.3439997,261292000,24836839424,1327372288,150,213,98,986494,0.36000002,Bilinmiyor,38827991040,,0.3376097092464137,2.6952378973915487,-22.73798373,36.85805255332916,,,
TARKM.IS,TARKIM BITKI KORUMA,Basic Materials,Chemicals,"Tarkim Bitki Koruma Sanayi ve Ticaret A.S. engages in the production, sale, and marketing of plant protection products. The company was founded in 2009 and is based in Manisa, Turkey.",Bilinmiyor,46.626987,4.4375505,14.898084,-0.54400004,21000000,579688640,-3153363,416.25,898,375.5,143877,,Bilinmiyor,8636250112,,-10.20742358,-11.17710583,-13.73885684,-7.739764442,,,
TATEN.IS,TATLIPINAR ENERJI URETIM,Utilities,Utilities - Renewable,"Tatlipinar Enerji Uretim A.S. develops and operates solar and wind power plants in Turkey. The company was incorporated in 2011 and is based in Istanbul, Turkey.",Bilinmiyor,12.935293,4.507071,7.190695,55.344003,280500000,1715604736,949489472,44.92,49.22,26.32,3890150,,Bilinmiyor,12336390144,,22.370621098333537,16.349207486535278,36.838831292577076,60.74560877603433,,,
TATGD.IS,TAT GIDA,Consumer Defensive,Packaged Foods,"Tat Gida Sanayi A.S., together with its subsidiaries, engages in the production and sale of tomato and canned products in Turkey and internationally. Its products include tomato pastes, sauces, convenience foods, and pickles. The company was formerly known as Tat Konserve Sanayii AS. and changed its name to Tat Gida Sanayi A.S. in November 2013. Tat Gida Sanayi A.S. was incorporated in 1967 and is headquartered in Istanbul, Turkey.",-0.072,Bilinmiyor,1.0988575,0.6857912,-20.721,136000000,4386641408,-908947776,21.62,39.08,21.46,855849,,Bilinmiyor,3008320000,22.12000084,-1.950348569,-8.595040736,-10.95007768,-31.93845896,,283.81778233945226,0.466207675
TAVHL.IS,TAV HAVALIMANLARI,Industrials,Airports & Air Services,"TAV Havalimanlari Holding A.S., together with its subsidiaries, constructs terminal buildings, and manages and operates terminals or airports in Turkey, Kazakhstan, Georgia, Qatar, Macedonia, Macedonia, Latvia, Croatia, Tunisia, Oman, Saudi Arabia, Spain, and internationally. It operates through Terminal Operations, Catering Operations, Duty Free Operations, Ground Handling and Bus Operations, and Other segments. The Terminal Operations segment operates terminal buildings, car parks, and general aviation terminals. This segment also engages in the ground handling operations, as well as operation of parking-apron-taxi ways. The Catering Operations segment manages food and beverage operations of the terminal for passengers and the terminal personnel. The Duty Free Operations segment sells duty free goods for the international arriving and departing passengers. The Ground Handling and Bus Operations segment offers traffic, ramp, flight operation, cargo, and various other ground handling services for domestic and international flights; and operates buses. The Other segment provides lounge, IT, security and education, and airline taxi services. It also provides software and system services. The company was formerly known as Tepe Akfen Vie Yatirim Yapim ve Isletme A.S. and changed its name to TAV Havalimanlari Holding A.S. in August 2006. TAV Havalimanlari Holding A.S. was founded in 1997 and is headquartered in Istanbul, Turkey.",0.565,10.68147,1.6688,1.8750067,16.253999999999998,363280992,54056017920,8790692864,281.5,294.75,99.95,1369869,,Bilinmiyor,1.01355E+11,279,0.8130081300813009,10.276679841897234,9.30460333,166.73040542063384,,917.323105,0.45013313054245757
TBORG.IS,T.TUBORG,Consumer Defensive,Beverages - Brewers,"Türk Tuborg Bira ve Malt Sanayii A.S. produces, sells, and distributes beer and malt in Turkey and internationally. The company offers its products under the Tuborg, Carlsberg, 1664 Blanc, FREDERIK, SKOL, and Troy brands, as well as imports SOL, Weihenstephan, GUINNESS, KILKENNY, Grimbergen, DESPERADOS, CAMPARI, APEROL, and CINZANO PROSECCO branded products. It also exports its products to approximately 83 countries, such as England, Canada, the Turkish Republic of Northern Cyprus, and Iraq. The company was incorporated in 1967 and is based in Izmir, Turkey. Türk Tuborg Bira ve Malt Sanayii A.S. is a subsidiary of International Beer Breweries Ltd.",-0.07,18.166227,2.8105483,2.1372235,11.7639996,322508000,20778993664,2444464896,139,173.1,64.5,549047,2.3699999,Bilinmiyor,44409352192,137.6999969482422,5.598162111535668,3.5338322919114193,50.00294626747803,112.69075288645283,,1209.1716876591481,0.4552154009704464
TCELL.IS,TURKCELL,Communication Services,Telecom Services,"Turkcell Iletisim Hizmetleri A.S. provides digital services in Turkey, Belarus, Turkish Republic of Northern Cyprus, and the Netherlands. It operates through three segments: Turkcell Turkey, Turkcell International, and Techfin. It offers broadband services consist of mobile broadband, fiber to the home/building, xDSL, cable, and FWA over its mobile network; lifebox, a personal cloud service to users with a space for photos, documents, contacts, and videos; Iste Suit, a one-stop service with e-mail, file management, office applications, and video conferencing solutions for corporate companies; UpCall, an application for telecommunication operator; and GAME+, a cloud gaming platform. The company also operates BiP, a communication and life platform; TV+, a multi-screen TV platform; and fizy, a digital music platform. In addition, it provides digital identity management services, which includes mobile signature solution and one time password services; fixed telco and cyber security, managed security, data center and cloud, and system integration and managed services; digital business applications; and internet of things products and solution management, big data analytics, industry specific, and partner ecosystem and vendors solutions. Further, the company offers digital payment services, such as mobile wallet, direct carrier billing, utility payments, POS solutions, prepaid cards, money transfers, intracity subway/bus card, Payment Link, and QR code payment services, as well as Vitrin, an e-commerce solution; and international roaming, voice, data, and digital services. Additionally, it provides shopping, automobile, and green loans; and operates as an insurance agency. Turkcell Iletisim Hizmetleri A.S. was incorporated in 1993 and is headquartered in Istanbul, Turkey.",0.723,7.6130657,1.1358525,1.7489507,34.225,2182109952,1.13413E+11,26066542592,90.7,115.3,52.15,18474593,3.1199999999999997,Bilinmiyor,1.98354E+11,90.90000153,0.3648598971016412,-3.657989094,-6.25921765,76.86939357099165,,690.6735330941569,0.399733332
TCKRC.IS,KIRAC GALVANIZ,Industrials,Metal Fabrication,"Kirac Galvaniz Telekominikasyon Metal Makine Insaat Elektrik Sanayi ve Ticaret Anonim Sirketi operates as a guardrail supplier company in Turkey. The company provides steel guardrail systems, noise barrier systems, solar energy systems, and motorcyclist protection systems, as well as hot dip galvanizing services. It also offers other products, such as traffic sign and boards, steel constructions and informative signs, omega profiles, traffic sign trailers, pedestrian guardrails, crash cushions, and pedestrian overpass construction systems. The company was founded in 2006 and is based in Bursa, Turkey.",Bilinmiyor,19.532164,1.3833666,4.214681,21.582001,170000000,1347195648,290754624,32.9,35.2,21.54,7471131,,Bilinmiyor,5678000128,,27.09284875647477,30.062309692212757,26.515159123090676,,,,
TDGYO.IS,TREND GMYO,Real Estate,Real Estate - Diversified,"Trend Gayrimenkul Yatirim Ortakligi A.S. engages in the real estate business in Turkey. It develops and constructs various real estate projects, such as houses, hotels, residence, and university buildings. The company was formerly known as Anda Gayrimenkul Gelistirme ve Insaat Sanayi Ticaret Limited Sirketi and changed its name to Trend Gayrimenkul Yatirim Ortakligi A.S. in November 2017. Trend Gayrimenkul Yatirim Ortakligi A.S. was founded in 2006 and is based in Istanbul, Turkey.",0.905,23.895834,2.9245284,7.5023456,31.644,69000000,105491008,33381292,11.5,16.9,6.65,3291912,,Bilinmiyor,791430016,11.470000267028809,3.3333321877786384,9.238097781226747,2.4107184139442173,66.23188563040186,,1083.004808441542,0.6525234292165223
TEKTU.IS,TEK-ART TURIZM,Consumer Cyclical,Lodging,"Tek-Art Insaat Ticaret Turizm Sanayi ve Yatirimlar Anonim Sirketi engages in the tourism business in Turkey and internationally. It invests, builds, and operates hotels, resorts, golf facilities, restaurants, cafeterias, casinos and entertainment venues, beaches, amusement parks, marinas, yacht docks, tourist goods outlets, and regulation schools and related facilities. The company operates Zigana Hotel resort. In addition, it offers tourism transport and car rental services, as well as acts as a travel agent. Further, the company operates stores, display areas, and warehouses in ports and free zones. Tek-Art Insaat Ticaret Turizm Sanayi ve Yatirimlar Anonim Sirketi was founded in 1987 and is headquartered in Istanbul, Turkey.",1.088,10.244445,0.38314497,16.68097,96.066004,299932000,82890064,79629248,4.7,6.22,2.61,14600762,,Bilinmiyor,1382686592,4.610000133514404,-0.216444855,-9.072978749,1.5418540143072155,70.11070363920003,,287.39495057522987,0.581906908
TERA.IS,TERA YATIRIM MENKUL DEGERLER,Financial Services,Capital Markets,"Tera Yatirim Menkul Degerler A.S. provides investment banking and brokerage services in Turkey. It acts as an intermediary in the sell and buy contracts traded in the futures and options market. The company also offers warrant, a capital market instrument that gives the holder the right to buy or sell the underlying asset or index; research services; institutional sales and trading services for institutional clients; financial advisory services for stocks, bonds, funds, and other portfolios. In addition, the company provides investment banking services, including initial public offering underwriting, debt instrument issuance facilitation, capital increase support, company valuation, financing options, and merger and acquisition consultancy services. Tera Yatirim Menkul Degerler A.S. was incorporated in 1990 and is headquartered in Istanbul, Turkey.",Bilinmiyor,17.387096,5.6370926,1.2980053,-3.7,157500000,3924136448,-145190176,31.24,33.64,11.226666,865037,,Bilinmiyor,5093550080,,16.83525937873907,26.32812371361071,155.45024125097967,178.3132570661974,,,
TEZOL.IS,EUROPAP TEZOL KAGIT,Basic Materials,Paper & Paper Products,"Europap Tezol Kagit Sanayi ve Ticaret A.S. produces and sells semi-finished cleaning papers in Turkey. It offers jumbo rolls, napkins, toilet papers, and kitchen towels under the Softy, Mare, Ritmo, Ecco Y.D, Dolce, and Unico brands as well as private label brands. The company was incorporated in 1969 and is based in Izmir, Turkey.",0.439,Bilinmiyor,2.0222816,2.291844,-3.695,500000000,3128485376,-115584440,14.49,24.64,13.6664,2648640,0.45999999999999996,Bilinmiyor,7169999872,14.34000015258789,-5.588326355,-18.03091199,-9.87749722,1.4646418876931766,,388.8413410010669,0.4815138670274702
TGSAS.IS,TGS DIS TICARET,Industrials,Industrial Distribution,"TGS Dis Ticaret Anonim Sirketi provides intermediary services to exporters companies in Turkey. Its primary business is to mediate the export activities of the manufacturers and to collect the value added tax refunds on behalf of its customers due to their export transactions in the textile, mining, and other sectors. The company was incorporated in 1999 and is headquartered in Istanbul, Turkey.",Bilinmiyor,39.462025,7.4697495,4.8022366,28.099,15000000,194752992,54723624,63.05,96.95,25.3,724246,0.45999999999999996,Bilinmiyor,935249984,62.349998474121094,8.340572199294636,6.672365543670712,-13.58281753,145.59329040036627,,1298.731981049354,0.6584669650087435
THYAO.IS,TURK HAVA YOLLARI,Industrials,Airlines,"Türk Hava Yollari Anonim Ortakligi provides air transport and aircraft technical maintenance services in Turkey and internationally. The company offers domestic and international passenger and cargo air transportation services; repair and maintenance, and technical and infrastructure support services related to aviation sector; software system maintenance; and information technology and consulting services. It is also involved in training and airport operation activities; provision of cabin interior products, security, support, and payment services; and cargo and courier transportation. The company was incorporated in 1933 and is headquartered in Istanbul, Turkey.",0.454,2.0508378,0.63355243,0.55990195,26.143998000000003,1375200000,6.97545E+11,1.82366E+11,286,332,221.6,25702753,,Bilinmiyor,3.90557E+11,284,-4.135021097,-4.135021097,-8.380338437,25.663131668848116,,1930.021477100432,0.43910757958825825
TKFEN.IS,TEKFEN HOLDING,Basic Materials,Agricultural Inputs,"Tekfen Holding Anonim Sirketi, together with its subsidiaries, engages in engineering and contracting, chemical, agriculture, services, and investment businesses in Turkey, CIS countries, the Middle Eastern countries, and internationally. It operates through three segments: Engineering and Contracting, Agricultural Industry, and Investment. The company engages in the construction of petrochemical facilities, pipelines, land and marine terminals, offshore platforms, tank farms, oil refineries, pumping stations, and power plants, as well as highways, subways, bridges, tunnels, electrical and instrumentation projects, infrastructure projects, production facilities, commercial and technical building complexes, and sports complexes. It offers mineral, special water soluble, and organic/organomineral fertilizers; solid and liquid organic fertilizers from wastes; and generates biogas and electricity from biogas. In addition, the company produces and sells plant tissue, banana sapling cultivation, high quality potato seed, and certified wheat germ, as well as exports cherry, apricot, pomegranate, plum, and figs. Further, it engages in the terminal management; ship agency business; free zone operations; insurance; development, leasing, operation, and management of properties; facility management services, including management of spaces, such as parking facilities, conference halls, restaurants, and fitness centers; management services; trading of fertilizers; manufacture of fruits; and trading activities. The company was founded in 1956 and is based in Istanbul, Turkey.",0.533,15.977273,0.8946411,0.648369,4.063,368964000,40005259264,1625341056,71.15,84.3,33.5,2353241,,Bilinmiyor,25938169856,70.30000305175781,-9.173124463,22.154655054255205,29.346835373383424,105.5555598932554,,350.9263195203016,0.462835894
TKNSA.IS,TEKNOSA IC VE DIS TICARET,Consumer Cyclical,Specialty Retail,"Teknosa Iç ve Dis Ticaret Anonim Sirketi engages in the retail sale of technology products in Turkey. It sells its products through its stores; air conditioners and refrigerators through its dealer network; and solar energy systems. The company was incorporated in 2000 and is headquartered in Istanbul, Turkey. Teknosa Iç ve Dis Ticaret Anonim Sirketi operates as a subsidiary of Haci Ömer Sabanci Holding A.S.",0.143,Bilinmiyor,3.2704086,0.15745354,-2.564,201000000,49760583680,-1275684992,39.4,55.8,23.36,2673546,,Bilinmiyor,7834979840,38.97999954223633,35.91352554902777,48.55182881952928,18.769042975900923,29.76031409535676,,1394.1746788456906,0.6393101959486768
TLMAN.IS,TRABZON LIMAN,Industrials,Marine Shipping,"Trabzon Liman Isletmeciligi Anonim Sirketi operates the Port of Trabzon. The port connects Iran, Iraq, Russia, and the Turkic Republics to all European and international markets. The company offers pilotage, towage, harboring, shifting, mooring, loading, unloading, terminal, warehousing, and passenger lounge management. It also provides water and electricity to ships; and receiving waste from ships. The company was incorporated in 2003 and is based in Trabzon, Turkey.",0.581,16.94991,2.4660993,4.2694616,25.552999999999997,21000000,466042368,119090104,94.65,151,74.2,338093,,Bilinmiyor,1989750016,94.75,-2.369915486,-0.992682318,-16.88596491,28.213799788379802,,897.7306960183695,0.5806561373202443
TMPOL.IS,TEMAPOL POLIMER PLASTIK,Basic Materials,Specialty Chemicals,"Temapol Polimer Plastik ve Insaat Sanayi Ticaret Anonim Sirketi manufactures and sells thermoplastic sheets in Turkey and internationally. It sells its products to the furniture, sanitary, automotive and vehicle, medical, advertisement goods, temaglass, high gloss acrylic, and white goods and cooling industries. The company was incorporated in 2007 and is based in Kayseri, Turkey.",0.535,53.395523,2.1800067,1.3253093,-0.9980001,14175000,765271424,-7638639,71.5,141.2,59.55,522411,,Bilinmiyor,1014221312,71.55000305175781,2.949644678788219,4.528862296165864,-12.63736054,-10.56249619,,1322.7016375014437,0.5994860093346343
TMSN.IS,TUMOSAN MOTOR VE TRAKTOR,Industrials,Farm & Heavy Construction Machinery,"Tümosan Motor ve Traktör Sanayi A.S. engages in the production, marketing, and sale of diesel engines and tractors in Turkey and internationally. The company offers garden and field tractors; agricultural machinery engines, industrial engines, marine engines, and generator engines; and electric forklifts. Its diesel engines are used in tractors, automotive and cleaning equipment, generators, and marine vehicles. The company also provides spare parts and after-sales services, as well as marine and military subsystems and military platforms. Tümosan Motor ve Traktör Sanayi A.S. was founded in 1975 and is headquartered in Istanbul, Turkey. Tümosan Motor ve Traktör Sanayi A.S. is a subsidiary of Eregli Tekstil Turizm SAN. ve TIC. A.S.",0.458,Bilinmiyor,2.646011,2.0444188,8.943,115000000,6350704640,567939776,112.4,204,75.5,1145042,,Bilinmiyor,12983499776,112.9000015258789,-0.877963114,-15.93447583,-16.37036924,46.5282246,,1597.744359500507,0.5844318762641839
TNZTP.IS,TAPDI TINAZTEPE,Healthcare,Medical Care Facilities,"Tapdi Oksijen Özel Saglik ve Egitim Hizmetleri Sanayi Ticaret A.S. provides various health services in Turkey. It operates medical centers and hospitals; disabled and palliative care centers; and beauty centers. The company offers various services, such as anesthesia and reanimation; biochemistry; brain and nerve surgery; cardiology, cardiology intensive care, and cardiovascular surgery; cosmetic, plastic, and reconstructive surgery; dermatology; ear, nose, throat, endocrinology, and eye diseases; emergency services; family medicine specialist; gastroenterology; general intensive care; general surgery; genetic diagnosis center; and gynecology and obstetrics. It also provides internal medicine; interventional radiology; medical oncology; microbiology; neonatal intensive care; neurology; nuclear medicine; nutrition and dietetics; oral and dental health; orthopedics and traumatology; pathology; pediatric surgery; pediatrics; perinatology; physical therapy and rehabilitation; psychiatry; psychology; pulmonary diseases; radiation oncology; radiation; and urology. The company was incorporated in 2004 and is headquartered in Izmir, Turkey.",Bilinmiyor,3.8683128,2.324144,1.4583727,114.252,39059100,1510541952,1725817600,57.15,76.95,46.68,599925,0.8999999999999999,Bilinmiyor,2202933248,,-9.542898306,-2.08332809,-6.622516389,1.256733848027531,,,
TOASO.IS,TOFAS OTO. FAB.,Consumer Cyclical,Auto Manufacturers,"Tofas Türk Otomobil Fabrikasi Anonim Sirketi manufactures and sells passenger cars and light commercial vehicles in Turkey. It also produces various automotive spare parts, as well as trades in automobile and spare parts; and provides consumer financing and insurance services. The company offers its products under the Fiat, Fiat Professional, Alfa Romeo, Jeep, Maserati, and Ferrari, as well as Opar and Magneti Marelli brands. It also exports its products. Tofas Türk Otomobil Fabrikasi Anonim Sirketi was incorporated in 1968 and is headquartered in Istanbul, Turkey.",0.995,14.603175,2.189657,1.0093325,6.914,500000000,95706816512,6616844800,190.7,353.75,179.5,3706170,10.7,Bilinmiyor,96599998464,193.1999969482422,-6.07681098,-11.86131403,-43.0927844,1.1421993314251278,,1017.9106291216375,0.44725411387042513
TRCAS.IS,TURCAS PETROL,Utilities,Utilities - Independent Power Producers,"Turcas Petrol A.S. operates as an oil and energy-focused investment company in Turkey. It operates through Oil and Electricity segments. The company's products include fuel, lubricants, and engine oil. It is also involved in the generation of power. The company was founded in 1931 and is headquartered in Istanbul, Turkey. Turcas Petrol A.S. operates as a subsidiary of Aksoy Girisimcilik Enerji Ve Turizm A.S.",Bilinmiyor,10.563493,0.6845124,Bilinmiyor,,247148992,Bilinmiyor,644265792,26.6,32.2,16.26,1412428,,Bilinmiyor,6579106304,26.62000084,13.663538652924853,8.475956993098414,-6.135401036,57.51480142073776,,916.0306107629067,0.5583177549159695
TRGYO.IS,TORUNLAR GMYO,Real Estate,REIT - Diversified,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 September 2023, the Company's total number of personnel is 53 (31 December 2022: 51) and its ultimate main shareholder is Torun Family (Note 14). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",1.017,9.481361,0.80500895,11.265584,123.15898999999999,1000000000,5192806912,6395390976,60,61.75,27.84,1071224,4.75,Bilinmiyor,58500001792,58.5,4.838711110852848,10.377358490566039,21.176652421395783,114.50392495661434,,2196.9516523580783,0.49978897360835406
TRILC.IS,TURK ILAC SERUM,Healthcare,Drug Manufacturers - Specialty & Generic,"Turk Ilac Ve Serum Sanayi Anonim Sirketi produces and sells human pharmaceuticals and vaccines in Turkey. It offers basic IV solutions, premix solutions, SVP solutions, hemodialysis solutions, irrigation products, diagnostic products, and immunostimulant products. The company was founded in 2010 and is based in Ankara, Turkey.",-0.206,10.158227,1.4909427,1.544247,15.244000999999999,161804992,1681706368,256363280,16.08,39.18,10.98,7282744,,Bilinmiyor,2596969984,16.049999237060547,-15.4373044,-29.17034711,-38.78718666,41.409680155290104,,206.40910158058915,0.5862321850399691
TSGYO.IS,TSKB GMYO,Real Estate,REIT - Office,"TSKB Gayrimenkul Yatirim Ortakligi A.S invests in real estate projects, capital market instruments backed by real estate, real estate development projects, and other capital market instruments. Its real estate development projects include shopping centers, hotels, office buildings, and others. The company was founded in 2006 and is headquartered in Beyoglu, Turkey.",1.11,38.36842,1.004409,35.41403,90.959,650000000,133802912,121705800,8.1,19.97,5.55,6140250,,Bilinmiyor,4738500096,7.289999961853027,-21.1891896,-56.00482742,-47.17391405,29.026545819534945,,802.7070086612143,0.6065228665101777
